time, V_Bus01, V_Bus02, V_Bus03, V_Bus04, V_Bus05, V_Bus06, V_Bus07, V_Bus08, V_Bus09, V_Bus10, V_Bus11, p_g1, q_g1, p_g2, q_g2, p_g3, q_g3, p_g4, q_g4
0.00000, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.00100, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.00200, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.00300, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.00400, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.00500, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.00600, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.00700, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.00800, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.00900, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.01000, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.01100, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.01200, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.01300, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.01400, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.01500, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.01600, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.01700, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.01800, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.01900, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.02000, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.02100, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.02200, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.02300, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.02400, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.02500, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.02600, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.02700, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.02800, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.02900, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.03000, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.03100, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.03200, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.03300, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.03400, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.03500, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.03600, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.03700, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.03800, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.03900, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.04000, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.04100, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.04200, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.04300, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.04400, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.04500, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.04600, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.04700, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.04800, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.04900, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.05000, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.05100, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.05200, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.05300, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.05400, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.05500, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.05600, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.05700, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.05800, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.05900, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.06000, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.06100, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.06200, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.06300, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.06400, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.06500, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.06600, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.06700, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.06800, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.06900, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.07000, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.07100, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.07200, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.07300, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.07400, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.07500, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.07600, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.07700, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.07800, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.07900, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.08000, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.08100, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.08200, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.08300, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.08400, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.08500, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.08600, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.08700, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.08800, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.08900, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.09000, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.09100, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.09200, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.09300, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.09400, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.09500, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.09600, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.09700, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.09800, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.09900, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.10000, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.10100, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.10200, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.10300, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.10400, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.10500, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.10600, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.10700, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.10800, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.10900, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.11000, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.11100, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.11200, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
 0.11300, 1.03000, 1.01000, 1.03000, 1.01000, 1.00646, 0.97813, 0.96102, 0.94862, 0.97137, 0.98347, 1.00826, 7.00000, 2.02054, 7.00000, 2.34586, 7.00000, 1.85005, 7.19092, 1.76000  
